Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits,,,
Low_Risk:Dalembert,168,84.6,486.179,-1420,-47.333,2844.575,,,
Low_Risk:Dalembert,169,88.9,411.541,-843,-28.1,3735.886,,,
Low_Risk:Dalembert,170,91.8,340.648,-371,-12.367,4160.102,,,
Low_Risk:Dalembert,171,87.433,545.909,-572,-19.067,4397.237,,,
Low_Risk:Dalembert,172,87.333,428.023,-965,-32.167,3921.04,,,
Low_Risk:Dalembert,173,82.633,741.895,-654,-21.8,4166.166,,,
Low_Risk:Dalembert,174,82.267,582.616,-962,-32.067,3978.271,,,
Low_Risk:Dalembert,175,91.2,292.097,-1073,-35.767,3809.84,,,
Low_Risk:Dalembert,176,86.367,574.861,-976,-32.533,4100.878,,,
Low_Risk:Dalembert,177,87.1,471.817,-841,-28.033,4195.826,,,
Low_Risk:Dalembert,178,87.8,499.89,-880,-29.333,3259.747,,,
Low_Risk:Dalembert,179,89.267,347.926,-628,-20.933,4274.064,,,
Low_Risk:Dalembert,180,90.3,247.941,-1171,-39.033,3813.895,,,
Low_Risk:Dalembert,181,81.867,473.43,-1350,-45,3798.621,,,
Low_Risk:Dalembert,182,89.767,335.84,-220,-7.333,3852.023,,,
Low_Risk:Dalembert,183,87.3,463.941,-1288,-42.933,3061.582,,,
Low_Risk:Dalembert,184,85.033,598.723,-1110,-37,3840.897,,,
Low_Risk:Dalembert,185,88.7,358.907,-884,-29.467,3797.568,,,
Low_Risk:Dalembert,186,91.6,300.593,-787,-26.233,3354.53,,,
Low_Risk:Dalembert,187,95.033,235.275,-299,-9.967,2993.551,,,
Low_Risk:Dalembert,188,89.567,579.22,-533,-17.767,3150.185,,,
Low_Risk:Dalembert,189,95.533,162.12,-303,-10.1,3317.886,,,
Low_Risk:Dalembert,190,84.7,497.321,-1370,-45.667,3738.92,,,
Low_Risk:Dalembert,191,83.867,609.706,-783,-26.1,3858.576,,,
Low_Risk:Dalembert,192,87.933,469.995,-613,-20.433,4455.495,,,
Low_Risk:Dalembert,193,80.433,595.564,-1145,-38.167,4146.971,,,
Low_Risk:Dalembert,194,86.733,434.754,-446,-14.867,4608.602,,,
Low_Risk:Dalembert,195,84.233,531.22,-1172,-39.067,3786.961,,,
Low_Risk:Dalembert,196,94.7,177.045,-512,-17.067,3284.892,,,
Low_Risk:Dalembert,197,90.1,269.679,-984,-32.8,3643.269,,,
Low_Risk:Dalembert,198,88.367,429.895,-1040,-34.667,4026.644,,,
Low_Risk:Dalembert,199,85.733,538.271,-745,-24.833,4357.04,,,
Low_Risk:Dalembert,200,87.867,437.085,-879,-29.3,3824.769,,,
Low_Risk:Dalembert,201,81.333,616.644,-1390,-46.333,3582.023,,,
Low_Risk:Dalembert,202,88.333,423.54,-342,-11.4,4145.49,,,
Low_Risk:Dalembert,203,86.267,466.892,-1102,-36.733,4673.03,,,
Low_Risk:Dalembert,204,84.333,449.678,-915,-30.5,4594.397,,,
Low_Risk:Dalembert,205,86.967,386.171,-815,-27.167,4120.351,,,
Low_Risk:Dalembert,206,85.433,515.426,-884,-29.467,4007.568,,,
Low_Risk:Dalembert,207,90.333,396.575,-791,-26.367,3912.378,,,
Low_Risk:Dalembert,208,81.9,607.61,-865,-28.833,4428.902,,,
Low_Risk:Dalembert,209,88.567,369.495,-613,-20.433,4174.806,,,
Low_Risk:Dalembert,210,93.333,372.782,-106,-3.533,2861.085,,,
Low_Risk:Dalembert,211,84.9,454.921,-1217,-40.567,3686.806,,,
Low_Risk:Dalembert,212,87.6,505.145,-1348,-44.933,3487.444,,,
Low_Risk:Dalembert,213,91.9,235.059,-448,-14.933,3800.409,,,
Low_Risk:Dalembert,214,90.933,233.72,-966,-32.2,3901.269,,,
Low_Risk:Dalembert,215,83.133,561.361,-1234,-41.133,3895.223,,,
Low_Risk:Dalembert,216,84.967,480.654,-890,-29.667,4592.644,,,
Low_Risk:Dalembert,217,89.2,439.407,-531,-17.7,4355.872,,,
Low_Risk:Dalembert,218,80.1,727.886,-1153,-38.433,3975.84,,,
Low_Risk:Dalembert,219,85.767,743.564,-697,-23.233,3903.151,,,
Low_Risk:Dalembert,220,89.367,283.895,-1527,-50.9,3584.369,,,
Low_Risk:Dalembert,221,90.2,249.338,-1283,-42.767,4315.082,,,
Low_Risk:Dalembert,222,94.5,187.776,-557,-18.567,2971.151,,,
Low_Risk:Dalembert,223,87.867,458.947,-853,-28.433,3639.357,,,
Low_Risk:Dalembert,224,88.7,431.941,-681,-22.7,4011.941,,,
Low_Risk:Dalembert,225,87.3,407.459,-1138,-37.933,3222.064,,,
Low_Risk:Dalembert,226,82.1,657.197,-868,-28.933,4408.961,,,
Low_Risk:Dalembert,227,79.4,641.145,-1409,-46.967,3836.171,,,
Low_Risk:Dalembert,228,90.367,383.551,-682,-22.733,3633.375,,,
Low_Risk:Dalembert,229,86.8,394.993,-797,-26.567,4373.633,,,
Low_Risk:Dalembert,230,92.833,260.557,-546,-18.2,4159.269,,,
Low_Risk:Dalembert,231,82.833,645.385,-1226,-40.867,3862.395,,,
Low_Risk:Dalembert,232,88.633,482.723,-564,-18.8,4244.234,,,
Low_Risk:Dalembert,233,86.667,544.782,-630,-21,3411.724,,,
Low_Risk:Dalembert,234,87.4,558.938,-821,-27.367,3880.171,,,
Low_Risk:Dalembert,235,96.233,154.53,-126,-4.2,3066.579,,,
Low_Risk:Dalembert,236,84,673.31,-966,-32.2,3485.959,,,
Low_Risk:Dalembert,237,86.5,472.328,-720,-24,4152.69,,,
Low_Risk:Dalembert,238,83.9,508.576,-1182,-39.4,4404.8,,,
Low_Risk:Dalembert,239,87.833,393.04,-819,-27.3,4015.941,,,
Low_Risk:Dalembert,240,88.433,343.84,-833,-27.767,4103.909,,,
Low_Risk:Dalembert,241,87.767,452.53,-953,-31.767,3714.53,,,
Low_Risk:Dalembert,242,89.2,386.303,-814,-27.133,4242.326,,,
Low_Risk:Dalembert,243,90.5,366.121,-444,-14.8,3615.683,,,
Low_Risk:Dalembert,244,87.6,400.386,-673,-22.433,4634.254,,,
Low_Risk:Dalembert,245,87.033,323.826,-1465,-48.833,4131.592,,,
Low_Risk:Dalembert,246,82.4,729.766,-1137,-37.9,4192.438,,,
Low_Risk:Dalembert,247,87.733,540.202,-633,-21.1,4094.645,,,
