Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits
Moderate_Risk:Martingale,954,44.1,1448.024,-516,-17.2,25954.372
Moderate_Risk:Martingale,955,49.367,1351.757,211,7.033,38593.413
Moderate_Risk:Martingale,956,45.933,1056.064,-998,-33.267,23977.857
Moderate_Risk:Martingale,957,55.633,1493.413,1606,53.533,53025.913
Moderate_Risk:Martingale,958,43.633,1219.757,-227,-7.567,36142.461
Moderate_Risk:Martingale,959,48.6,1120.593,-845,-28.167,28392.144
Moderate_Risk:Martingale,960,49.733,1407.444,-1318,-43.933,22669.995
Moderate_Risk:Martingale,961,48.033,1109.895,89,2.967,37304.447
Moderate_Risk:Martingale,962,38.167,1187.868,-1226,-40.867,25417.499
Moderate_Risk:Martingale,963,40.833,1180.075,-837,-27.9,27410.99
Moderate_Risk:Martingale,964,51.433,1289.426,281,9.367,41530.999
Moderate_Risk:Martingale,965,48.267,1251.168,350,11.667,45454.92
Moderate_Risk:Martingale,966,46.733,1286.892,-473,-15.767,30764.875
Moderate_Risk:Martingale,967,43.633,1351.689,-372,-12.4,32767.076
Moderate_Risk:Martingale,968,48.7,1375.39,-812,-27.067,24062.685
Moderate_Risk:Martingale,969,44.233,1200.737,-730,-24.333,28242.299
Moderate_Risk:Martingale,970,46.367,1296.792,-465,-15.5,25169.431
Moderate_Risk:Martingale,971,39.6,842.524,-1076,-35.867,30198.533
Moderate_Risk:Martingale,972,43.167,1126.833,-1297,-43.233,21810.185
Moderate_Risk:Martingale,973,45.367,1054.24,-961,-32.033,31261.275
Moderate_Risk:Martingale,974,48.867,1371.016,-59,-1.967,36898.378
Moderate_Risk:Martingale,975,31.833,1114.282,-900,-30.0,25779.931
Moderate_Risk:Martingale,976,46.3,1060.631,-1242,-41.4,24127.559
Moderate_Risk:Martingale,977,52.367,1519.551,1582,52.733,50783.03
Moderate_Risk:Martingale,978,42.6,1105.559,-1191,-39.7,23470.079
Moderate_Risk:Martingale,979,55.8,1184.166,-698,-23.267,26459.651
Moderate_Risk:Martingale,980,49.667,1104.575,-1063,-35.433,25515.495
Moderate_Risk:Martingale,981,50.933,1283.582,189,6.3,40596.976
Moderate_Risk:Martingale,982,46.767,1166.875,-304,-10.133,29561.913
Moderate_Risk:Martingale,983,40.433,1048.806,-1678,-55.933,15117.444
Moderate_Risk:Martingale,984,49.633,1378.654,1047,34.9,56080.369
Moderate_Risk:Martingale,985,57.6,1323.559,235,7.833,35465.316
Moderate_Risk:Martingale,986,58.367,1667.689,2463,82.1,67116.369
Moderate_Risk:Martingale,987,30.667,905.954,-1870,-62.333,16041.126
Moderate_Risk:Martingale,988,51.833,910.075,-1033,-34.433,23051.357
Moderate_Risk:Martingale,989,40.467,1259.292,-428,-14.267,39272.409
Moderate_Risk:Martingale,990,32.133,598.947,-3000,-100.0,0.0
Moderate_Risk:Martingale,991,53.467,1387.43,765,25.5,40342.259
Moderate_Risk:Martingale,992,41.333,865.471,-2155,-71.833,11546.075
Moderate_Risk:Martingale,993,47.367,1499.068,319,10.633,41097.275
Moderate_Risk:Martingale,994,53.0,1395.034,683,22.767,37065.771
Moderate_Risk:Martingale,995,48.9,1205.266,-783,-26.1,28768.921
Moderate_Risk:Martingale,996,54.5,1285.224,-281,-9.367,29205.62
Moderate_Risk:Martingale,997,52.0,1175.034,992,33.067,57351.444
Moderate_Risk:Martingale,998,54.733,1215.513,-888,-29.6,22061.214
Moderate_Risk:Martingale,999,42.533,1161.637,-363,-12.1,44545.679
