Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits,,fibonacci mean day profit,,,fibonacci mean sum profits,
Moderate_Risk:Fibonacci,600,49,872.759,-1032,-34.4,25083.352,,,,,,
Moderate_Risk:Fibonacci,601,59.2,1050.855,1245,41.5,87376.534,,,,,,
Moderate_Risk:Fibonacci,602,54.333,1004.644,-1498,-49.933,18247.582,,,,,,
Moderate_Risk:Fibonacci,603,56.3,1283.803,827,27.567,34435.22,,,,,,
Moderate_Risk:Fibonacci,604,59.033,1098.171,-6,-0.2,35583.131,,,,,,
Moderate_Risk:Fibonacci,605,48.8,1144.993,444,14.8,51372.028,,,,,,
Moderate_Risk:Fibonacci,606,55.067,1255.306,1361,45.367,105768.516,,,,,,
Moderate_Risk:Fibonacci,607,40.033,834.585,-1111,-37.033,52438.516,,,,,,
Moderate_Risk:Fibonacci,608,62.067,1016.34,1362,45.4,66378.524,,,,,,
Moderate_Risk:Fibonacci,609,51.9,796.3,1101,36.7,251574.079,,,,,,
Moderate_Risk:Fibonacci,610,51.2,799.614,-891,-29.7,37182.631,,,,,,
Moderate_Risk:Fibonacci,611,47.667,825.816,-1306,-43.533,26523.292,,,,,,
Moderate_Risk:Fibonacci,612,50.7,932.079,-2047,-68.233,11874.875,,,,,,
Moderate_Risk:Fibonacci,613,43.033,652.171,-2566,-85.533,3135.913,,,,,,
Moderate_Risk:Fibonacci,614,55.9,1138.024,130,4.333,48290.644,,,,,,
Moderate_Risk:Fibonacci,615,53.167,1010.902,92,3.067,64027.099,,,,,,
Moderate_Risk:Fibonacci,616,51.133,1100.74,382,12.733,72674.271,,,,,,
Moderate_Risk:Fibonacci,617,59.6,1099.834,2694,89.8,131023.338,,,,,,
Moderate_Risk:Fibonacci,618,52.9,1085.472,-711,-23.7,52549.666,,,,,,
Moderate_Risk:Fibonacci,619,47.9,997.679,-176,-5.867,39955.016,,,,,,
Moderate_Risk:Fibonacci,620,40.733,669.582,-2462,-82.067,4666.064,,,,,,
Moderate_Risk:Fibonacci,621,45.767,1187.357,-1607,-53.567,15117.22,,,,,,
Moderate_Risk:Fibonacci,622,41.9,814.507,-2127,-70.9,6847.403,,,,,,
Moderate_Risk:Fibonacci,623,53.567,888.668,-922,-30.733,27166.685,,,,,,
Moderate_Risk:Fibonacci,624,55.133,1032.947,-453,-15.1,38297.059,,,,,,
Moderate_Risk:Fibonacci,625,42.667,643.057,-1861,-62.033,28825.413,,,,,,
Moderate_Risk:Fibonacci,626,49.6,1039.903,-818,-27.267,31468.34,,,,,,
Moderate_Risk:Fibonacci,627,61.433,951.702,-535,-17.833,31572.695,,,,,,
Moderate_Risk:Fibonacci,628,47.1,805.886,-1922,-64.067,12877.444,,,,,,
Moderate_Risk:Fibonacci,629,54.233,1104.254,500,16.667,62884.713,,,,,,
Moderate_Risk:Fibonacci,630,51.867,805.085,-1943,-64.767,12801.426,,,,,,
Moderate_Risk:Fibonacci,631,43,861.034,-1642,-54.733,16056.754,,,,,,
Moderate_Risk:Fibonacci,632,58.9,955.886,450,15,53906.276,,,,,,
Moderate_Risk:Fibonacci,633,58.9,949.197,157,5.233,49682.392,,,,,,
Moderate_Risk:Fibonacci,634,48,898.759,202,6.733,127702.961,,,,,,
Moderate_Risk:Fibonacci,635,51.6,1091.766,-177,-5.9,31904.99,,,,,,
Moderate_Risk:Fibonacci,636,50.6,1151.007,1142,38.067,93765.857,,,,,,
Moderate_Risk:Fibonacci,637,52.2,1005.614,-1755,-58.5,14967.983,,,,,,
Moderate_Risk:Fibonacci,638,43.767,717.289,-1751,-58.367,17459.62,,,,,,
Moderate_Risk:Fibonacci,639,48.867,876.533,-1237,-41.233,21138.668,,,,,,
Moderate_Risk:Fibonacci,640,52.533,851.499,-1051,-35.033,18664.93,,,,,,
Moderate_Risk:Fibonacci,641,55.4,779.903,-1169,-38.967,26800.654,,,,,,
Moderate_Risk:Fibonacci,642,52.367,912.447,-1375,-45.833,15630.006,,,,,,
Moderate_Risk:Fibonacci,643,56.1,894.231,-928,-30.933,54947.995,,,,,,
Moderate_Risk:Fibonacci,644,63.333,1241.54,1632,54.4,203819.007,,,,,,
Moderate_Risk:Fibonacci,645,43.033,739.275,-1799,-59.967,23775.895,,,,,,
Moderate_Risk:Fibonacci,646,45.933,1009.099,-832,-27.733,30342.892,,,,,,
Moderate_Risk:Fibonacci,647,52.533,1080.602,-1586,-52.867,13103.568,,,,,,
Moderate_Risk:Fibonacci,648,49.033,816.171,-2350,-78.333,7207.747,,,,,,
Moderate_Risk:Fibonacci,649,44.4,987.076,7,0.233,58995.771,,,,,,
Moderate_Risk:Fibonacci,650,45.7,1098.355,-400,-13.333,54347.471,,,,,,
Moderate_Risk:Fibonacci,651,62,1147.034,1993,66.433,118855.771,,,,,,
Moderate_Risk:Fibonacci,652,56.967,1122.171,1220,40.667,53134.506,,,,,,
Moderate_Risk:Fibonacci,653,54.733,1069.995,-834,-27.8,26466.441,,,,,,
Moderate_Risk:Fibonacci,654,50.233,1125.082,717,23.9,61566.921,,,,,,
Moderate_Risk:Fibonacci,655,40.433,697.909,-602,-20.067,65735.375,,,,,,
Moderate_Risk:Fibonacci,656,50.933,1046.685,-408,-13.6,36506.386,,,,,,
Moderate_Risk:Fibonacci,657,53.5,993.983,-246,-8.2,47187.752,,,,,,
Moderate_Risk:Fibonacci,658,51.6,1131.903,341,11.367,51579.275,,,,,,
Moderate_Risk:Fibonacci,659,53.033,950.792,-482,-16.067,49424.409,,,,,,
Moderate_Risk:Fibonacci,660,55.6,877.49,-1090,-36.333,23055.264,,,,,,
Moderate_Risk:Fibonacci,661,57.767,1125.013,502,16.733,52852.754,,,,,,
Moderate_Risk:Fibonacci,662,47.733,860.685,-1093,-36.433,23956.668,,,,,,
Moderate_Risk:Fibonacci,663,43.7,877.39,-420,-14,61385.241,,,,,,
Moderate_Risk:Fibonacci,664,49.133,955.016,-1259,-41.967,19254.999,,,,,,
Moderate_Risk:Fibonacci,665,51.2,995.614,-383,-12.767,38781.082,,,,,,
Moderate_Risk:Fibonacci,666,47.9,831.748,-2043,-68.1,14754.369,,,,,,
Moderate_Risk:Fibonacci,667,48.033,1061.551,-898,-29.933,22069.72,,,,,,
Moderate_Risk:Fibonacci,668,42.4,569.076,-3000,-100,0,,,,,,
Moderate_Risk:Fibonacci,669,39.5,726.741,-2215,-73.833,9923.868,,,,,,
Moderate_Risk:Fibonacci,670,50.233,856.737,-807,-26.9,33376.783,,,,,,
Moderate_Risk:Fibonacci,671,48.267,703.789,-1939,-64.633,12262.102,,,,,,
Moderate_Risk:Fibonacci,672,63,1251.172,3308,110.267,141117.375,,,,,,
Moderate_Risk:Fibonacci,673,54.2,813.752,-1170,-39,21210.897,,,,,,
Moderate_Risk:Fibonacci,674,51.067,1072.754,-158,-5.267,48003.375,,,,,,
Moderate_Risk:Fibonacci,675,61.467,1264.533,1973,65.767,74100.944,,,,,,
Moderate_Risk:Fibonacci,676,55.7,1006.286,-388,-12.933,29153.237,,,,,,
Moderate_Risk:Fibonacci,677,45.8,704.028,-1967,-65.567,13729.633,,,,,,
Moderate_Risk:Fibonacci,678,59.833,1259.661,1087,36.233,56321.909,,,,,,
Moderate_Risk:Fibonacci,679,54.567,1027.771,-1006,-33.533,32330.051,,,,,,
Moderate_Risk:Fibonacci,680,44.267,658.685,-2047,-68.233,14835.013,,,,,,
Moderate_Risk:Fibonacci,681,52.1,1003.197,-649,-21.633,28211.964,,,,,,
Moderate_Risk:Fibonacci,682,48.833,1030.006,-1011,-33.7,32516.976,,,,,,
Moderate_Risk:Fibonacci,683,45.167,839.73,-495,-16.5,88975.638,,,,,,
Moderate_Risk:Fibonacci,684,46.733,1006.547,-1449,-48.3,16087.666,,,,,,
Moderate_Risk:Fibonacci,685,48.033,880.516,-995,-33.167,49147.316,,,,,,
Moderate_Risk:Fibonacci,686,54.767,1149.771,1236,41.2,94566.028,,,,,,
Moderate_Risk:Fibonacci,687,58.233,1075.426,290,9.667,43656.092,,,,,,
Moderate_Risk:Fibonacci,688,46.767,961.564,-2048,-68.267,15094.271,,,,,,
Moderate_Risk:Fibonacci,689,55.533,872.12,256,8.533,106762.947,,,,,,
Moderate_Risk:Fibonacci,690,53.8,1147.821,-332,-11.067,40734.547,,,,,,
Moderate_Risk:Fibonacci,691,58.033,833.275,-1008,-33.6,26874.524,,,,,,
Moderate_Risk:Fibonacci,692,50.367,891.964,-851,-28.367,48999.895,,,,,,
Moderate_Risk:Fibonacci,693,57.1,836.921,-333,-11.1,36561.955,,,,,,
Moderate_Risk:Fibonacci,694,46.867,1053.292,-593,-19.767,30144.944,,,,,,
Moderate_Risk:Fibonacci,695,48.6,836.317,-1839,-61.3,10755.321,,,,,,
Moderate_Risk:Fibonacci,696,48.4,977.214,-231,-7.7,67471.666,,,,,,
Moderate_Risk:Fibonacci,697,48.767,919.289,-836,-27.867,22842.464,,,,,,
Moderate_Risk:Fibonacci,698,49.6,1069.145,-1738,-57.933,13287.651,,,,,,
Moderate_Risk:Fibonacci,699,46.5,671.017,-2774,-92.467,1702.533,,,,,,
Moderate_Risk:Fibonacci,700,47.867,694.326,-2685,-89.5,3307.5,,,,,,
Moderate_Risk:Fibonacci,701,42.467,803.499,-1976,-65.867,13141.016,,,,,,
Moderate_Risk:Fibonacci,702,58.033,1006.654,301,10.033,32420.792,,,,,,
Moderate_Risk:Fibonacci,703,48.233,947.289,-1287,-42.9,18190.99,,,,,,
Moderate_Risk:Fibonacci,704,50.2,824.786,-1531,-51.033,14481.344,,,,,,
Moderate_Risk:Fibonacci,705,41.167,614.144,-3000,-100,0,,,,,,
Moderate_Risk:Fibonacci,706,56.5,944.328,9,0.3,43820.769,,,,,,
Moderate_Risk:Fibonacci,707,42.633,712.102,-2624,-87.467,4712.533,,,,,,
Moderate_Risk:Fibonacci,708,51,1051.241,-150,-5,43137.862,,,,,,
Moderate_Risk:Fibonacci,709,46.067,960.202,-1741,-58.033,17460.102,,,,,,
Moderate_Risk:Fibonacci,710,54.833,833.454,-1334,-44.467,21949.706,,,,,,
Moderate_Risk:Fibonacci,711,44.5,857.914,-2340,-78,5348.759,,,,,,
Moderate_Risk:Fibonacci,712,60.867,1048.533,-122,-4.067,27227.926,,,,,,
Moderate_Risk:Fibonacci,713,41.833,820.695,-1343,-44.767,21769.426,,,,,,
Moderate_Risk:Fibonacci,714,47.633,726.93,-2687,-89.567,3265.633,,,,,,
Moderate_Risk:Fibonacci,715,44.833,844.971,-835,-27.833,47793.937,,,,,,
Moderate_Risk:Fibonacci,716,49.433,655.633,-2591,-86.367,5576.033,,,,,,
Moderate_Risk:Fibonacci,717,53.767,1087.013,390,13,59444.138,,,,,,
Moderate_Risk:Fibonacci,718,49.2,926.166,-1352,-45.067,22051.375,,,,,,
Moderate_Risk:Fibonacci,719,48.367,990.24,-1246,-41.533,25309.154,,,,,,
Moderate_Risk:Fibonacci,720,59.867,1031.568,500,16.667,41604.161,,,,,,
Moderate_Risk:Fibonacci,721,55.733,1006.754,-15,-0.5,46784.948,,,,,,
Moderate_Risk:Fibonacci,722,55,862.345,784,26.133,101903.292,,,,,,
Moderate_Risk:Fibonacci,723,61.233,988.047,189,6.3,48752.286,,,,,,
Moderate_Risk:Fibonacci,724,37.867,782.326,-1554,-51.8,27794.097,,,,,,
Moderate_Risk:Fibonacci,725,40.867,943.43,-1902,-63.4,12800.593,,,,,,
Moderate_Risk:Fibonacci,726,60.033,820.171,-292,-9.733,90859.099,,,,,,
Moderate_Risk:Fibonacci,727,52.167,952.351,-788,-26.267,34878.616,,,,,,
Moderate_Risk:Fibonacci,728,51.033,819.757,-1483,-49.433,17985.978,,,,,,
Moderate_Risk:Fibonacci,729,52.367,954.654,62,2.067,50372.823,,,,,,
Moderate_Risk:Fibonacci,730,57,933.379,548,18.267,79887.306,,,,,,
Moderate_Risk:Fibonacci,731,50.167,692.971,-1477,-49.233,18958.53,,,,,,
Moderate_Risk:Fibonacci,732,53.233,893.909,-714,-23.8,40857.752,,,,,,
Moderate_Risk:Fibonacci,733,46.867,727.499,-1911,-63.7,13011.114,,,,,,
Moderate_Risk:Fibonacci,734,48.267,954.064,-611,-20.367,40241.551,,,,,,
Moderate_Risk:Fibonacci,735,48.667,958.713,-943,-31.433,55186.047,,,,,,
Moderate_Risk:Fibonacci,736,48.1,913.197,-1535,-51.167,19097.316,,,,,,
Moderate_Risk:Fibonacci,737,53.7,1091.528,-1253,-41.767,19495.289,,,,,,
Moderate_Risk:Fibonacci,738,46.733,1000.202,-1463,-48.767,19745.564,,,,,,
Moderate_Risk:Fibonacci,739,47.6,948.593,-455,-15.167,69350.902,,,,,,
Moderate_Risk:Fibonacci,740,51.467,1117.706,-1377,-45.9,32072.852,,,,,,
Moderate_Risk:Fibonacci,741,48.433,742.737,-1905,-63.5,13883.914,,,,,,
Moderate_Risk:Fibonacci,742,52.6,714.938,-2103,-70.1,13090.507,,,,,,
Moderate_Risk:Fibonacci,743,50.467,1028.947,865,28.833,90485.868,,,,,,
Moderate_Risk:Fibonacci,744,56,988.621,-767,-25.567,23267.22,,,,,,
Moderate_Risk:Fibonacci,745,55.367,1059.344,65,2.167,53984.833,,,,,,
Moderate_Risk:Fibonacci,746,43.2,993.2,-1509,-50.3,26715.528,,,,,,
Moderate_Risk:Fibonacci,747,59.1,846.024,-1684,-56.133,13974.671,,,,,,
Moderate_Risk:Fibonacci,748,52.867,1011.982,-914,-30.467,25790.326,,,,,,
Moderate_Risk:Fibonacci,749,41.667,748.713,-2062,-68.733,15054.685,,,,,,
Moderate_Risk:Fibonacci,750,51.933,1088.064,189,6.3,62073.941,,,,,,
Moderate_Risk:Fibonacci,751,55.733,953.513,341,11.367,63227.482,,,,,,
Moderate_Risk:Fibonacci,752,49.867,1271.154,-245,-8.167,31184.282,,,,,,
Moderate_Risk:Fibonacci,753,41.7,848.493,-1615,-53.833,17030.557,,,,,,
Moderate_Risk:Fibonacci,754,46.767,800.185,-2188,-72.933,7791.306,,,,,,
Moderate_Risk:Fibonacci,755,55.533,917.775,2983,99.433,298252.185,,,,,,
Moderate_Risk:Fibonacci,756,50.233,858.944,135,4.5,67353.569,,,,,,
Moderate_Risk:Fibonacci,757,63.067,1027.444,986,32.867,51575.913,,,,,,
Moderate_Risk:Fibonacci,758,44.4,971.766,-1777,-59.233,24836.806,,,,,,
Moderate_Risk:Fibonacci,759,58.833,1023.454,1337,44.567,86698.254,,,,,,
Moderate_Risk:Fibonacci,760,53.967,820.999,-1247,-41.567,29726.668,,,,,,
Moderate_Risk:Fibonacci,761,53.067,930.34,893,29.767,101829.22,,,,,,
Moderate_Risk:Fibonacci,762,47.933,590.064,-2578,-85.933,2888.064,,,,,,
Moderate_Risk:Fibonacci,763,47.567,940.53,-1901,-63.367,13188.102,,,,,,
Moderate_Risk:Fibonacci,764,51.667,998.092,-1210,-40.333,22391.402,,,,,,
Moderate_Risk:Fibonacci,765,55.7,1022.976,-176,-5.867,42562.74,,,,,,
Moderate_Risk:Fibonacci,766,52.933,1091.789,-1407,-46.9,16274.162,,,,,,
Moderate_Risk:Fibonacci,767,48.7,887.321,-1447,-48.233,14501.564,,,,,,
Moderate_Risk:Fibonacci,768,46.167,740.833,-903,-30.1,36382.231,,,,,,
Moderate_Risk:Fibonacci,769,49.533,996.602,-1502,-50.067,13714.34,,,,,,
Moderate_Risk:Fibonacci,770,56.2,824.166,-1046,-34.867,40396.464,,,,,,
Moderate_Risk:Fibonacci,771,43.8,620.234,-2774,-92.467,1702.533,,,,,,
Moderate_Risk:Fibonacci,772,51.967,894.102,-964,-32.133,32208.947,,,,,,
Moderate_Risk:Fibonacci,773,46.867,878.051,-2163,-72.1,13254.921,,,,,,
Moderate_Risk:Fibonacci,774,48.433,1000.461,-929,-30.967,29544.93,,,,,,
Moderate_Risk:Fibonacci,775,44.233,905.564,-1090,-36.333,43482.851,,,,,,
Moderate_Risk:Fibonacci,776,48.467,856.533,-1257,-41.9,25720.99,,,,,,
Moderate_Risk:Fibonacci,777,50.333,953.471,-1322,-44.067,17113.444,,,,,,
Moderate_Risk:Fibonacci,778,45.267,1051.099,-702,-23.4,40496.248,,,,,,
Moderate_Risk:Fibonacci,779,39.233,933.495,-1089,-36.3,31114.976,,,,,,
Moderate_Risk:Fibonacci,780,41,571.862,-2778,-92.6,1642.8,,,,,,
Moderate_Risk:Fibonacci,781,48.767,1138.461,51,1.7,42928.631,,,,,,
Moderate_Risk:Fibonacci,782,48.567,915.84,-1437,-47.9,15552.714,,,,,,
Moderate_Risk:Fibonacci,783,48.9,916.231,-878,-29.267,36335.582,,,,,,
Moderate_Risk:Fibonacci,784,45.933,1000.547,-723,-24.1,32412.921,,,,,,
Moderate_Risk:Fibonacci,785,49.2,805.821,-2066,-68.867,9478.464,,,,,,
Moderate_Risk:Fibonacci,786,49.433,901.151,-585,-19.5,38191.017,,,,,,
Moderate_Risk:Fibonacci,787,40.967,775.206,-2021,-67.367,15547.757,,,,,,
Moderate_Risk:Fibonacci,788,36.233,572.392,-2702,-90.067,2960.133,,,,,,
Moderate_Risk:Fibonacci,789,54,644.759,-1550,-51.667,16595.057,,,,,,
Moderate_Risk:Fibonacci,790,57.8,826.993,-102,-3.4,56497.352,,,,,,
Moderate_Risk:Fibonacci,791,52.067,1021.03,134,4.467,72127.982,,,,,,
Moderate_Risk:Fibonacci,792,55.2,1253.407,895,29.833,72674.213,,,,,,
Moderate_Risk:Fibonacci,793,41.667,1032.92,-515,-17.167,73550.626,,,,,,
Moderate_Risk:Fibonacci,794,50.233,1094.392,-233,-7.767,50196.875,,,,,,
Moderate_Risk:Fibonacci,795,45,901.103,-471,-15.7,41808.148,,,,,,
Moderate_Risk:Fibonacci,796,47.267,1220.34,-1140,-38,21093.241,,,,,,
Moderate_Risk:Fibonacci,797,51.4,1016.179,-928,-30.933,28997.306,,,,,,
Moderate_Risk:Fibonacci,798,54,1153.724,-475,-15.833,31141.385,,,,,,
Moderate_Risk:Fibonacci,799,49.133,847.154,-1105,-36.833,41352.557,,,,,,
Moderate_Risk:Fibonacci,800,47.967,744.171,-1475,-49.167,24256.351,,,,,,
Moderate_Risk:Fibonacci,801,49.433,1089.013,-1297,-43.233,14220.047,,,,,,
Moderate_Risk:Fibonacci,802,63.167,1034.902,813,27.1,55392.162,,,,,,
Moderate_Risk:Fibonacci,803,52.467,977.982,-1461,-48.7,19174.424,,,,,,
Moderate_Risk:Fibonacci,804,53.067,1146.202,-1430,-47.667,16371.057,,,,,,
Moderate_Risk:Fibonacci,805,64.8,913.269,426,14.2,42525.821,,,,,,
Moderate_Risk:Fibonacci,806,45.9,939.748,1204,40.133,198451.016,,,,,,
Moderate_Risk:Fibonacci,807,52.1,1124.438,1130,37.667,62546.644,,,,,,
Moderate_Risk:Fibonacci,808,51.267,1195.857,-534,-17.8,24953.614,,,,,,
Moderate_Risk:Fibonacci,809,49.467,960.051,-942,-31.4,49499.628,,,,,,
Moderate_Risk:Fibonacci,810,50,988.552,-1172,-39.067,31365.237,,,,,,
Moderate_Risk:Fibonacci,811,54.3,1032.148,-350,-11.667,29219.264,,,,,,
Moderate_Risk:Fibonacci,812,46.5,840.672,-2477,-82.567,9117.633,,,,,,
Moderate_Risk:Fibonacci,813,57.3,1155.459,1399,46.633,77205.551,,,,,,
Moderate_Risk:Fibonacci,814,55.633,774.792,-671,-22.367,32854.447,,,,,,
Moderate_Risk:Fibonacci,815,48.6,836.524,-1571,-52.367,12684.585,,,,,,
Moderate_Risk:Fibonacci,816,45.767,1013.771,-1465,-48.833,18124.833,,,,,,
Moderate_Risk:Fibonacci,817,57.767,1066.185,-1105,-36.833,19684.213,,,,,,
Moderate_Risk:Fibonacci,818,51.8,944.441,-348,-11.6,53152.11,,,,,,
Moderate_Risk:Fibonacci,819,42.1,1125.266,186,6.2,96043.338,,,,,,
Moderate_Risk:Fibonacci,820,48.2,687.269,-2069,-68.967,9084.723,,,,,,
Moderate_Risk:Fibonacci,821,52.9,1100.921,-714,-23.8,36098.786,,,,,,
Moderate_Risk:Fibonacci,822,44.433,914.254,-2120,-70.667,8296.092,,,,,,
Moderate_Risk:Fibonacci,823,54,1082.828,-503,-16.767,25146.599,,,,,,
Moderate_Risk:Fibonacci,824,43.767,626.668,-2270,-75.667,10045.471,,,,,,
Moderate_Risk:Fibonacci,825,49.2,1100.303,-354,-11.8,36448.303,,,,,,
Moderate_Risk:Fibonacci,826,45.7,845.045,-2064,-68.8,14106.441,,,,,,
Moderate_Risk:Fibonacci,827,43.633,680.861,-2273,-75.767,5614.392,,,,,,
Moderate_Risk:Fibonacci,828,46.2,1020.303,-945,-31.5,41589.017,,,,,,
Moderate_Risk:Fibonacci,829,48.833,976.902,-1375,-45.833,17799.868,,,,,,
Moderate_Risk:Fibonacci,830,50.8,890.717,-1578,-52.6,21063.007,,,,,,
Moderate_Risk:Fibonacci,831,51.233,913.495,-515,-17.167,43398.764,,,,,,
Moderate_Risk:Fibonacci,832,48.867,1057.43,-115,-3.833,36620.006,,,,,,
Moderate_Risk:Fibonacci,833,50.3,1079.252,343,11.433,59804.185,,,,,,
Moderate_Risk:Fibonacci,834,55.433,860.944,539,17.967,69355.482,,,,,,
Moderate_Risk:Fibonacci,835,57.033,1209.413,2162,72.067,95388.202,,,,,,
Moderate_Risk:Fibonacci,836,56.533,980.326,-507,-16.9,32291.955,,,,,,
Moderate_Risk:Fibonacci,837,50.867,807.499,-1376,-45.867,17601.844,,,,,,
Moderate_Risk:Fibonacci,838,40.767,888.185,-545,-18.167,52627.454,,,,,,
Moderate_Risk:Fibonacci,839,52.933,801.72,335,11.167,144376.695,,,,,,
Moderate_Risk:Fibonacci,840,47.567,809.771,-610,-20.333,114799.264,,,,,,
Moderate_Risk:Fibonacci,841,51.2,832.855,-618,-20.6,35997.697,,,,,,
Moderate_Risk:Fibonacci,842,47.533,983.568,-1496,-49.867,30098.464,,,,,,
Moderate_Risk:Fibonacci,843,50.567,1177.564,-121,-4.033,28716.654,,,,,,
Moderate_Risk:Fibonacci,844,46.467,746.878,-1126,-37.533,56699.43,,,,,,
Moderate_Risk:Fibonacci,845,52.633,962.585,-1231,-41.033,19880.378,,,,,,
Moderate_Risk:Fibonacci,846,44.567,953.633,-1795,-59.833,12356.351,,,,,,
Moderate_Risk:Fibonacci,847,50.433,906.668,-1947,-64.9,8745.748,,,,,,
Moderate_Risk:Fibonacci,848,44.467,930.671,-1088,-36.267,71693.513,,,,,,
Moderate_Risk:Fibonacci,849,59.4,854.11,-709,-23.633,38374.999,,,,,,
Moderate_Risk:Fibonacci,850,51.8,1142.924,40,1.333,46657.816,,,,,,
Moderate_Risk:Fibonacci,851,54.633,965.413,-12,-0.4,56583.283,,,,,,
Moderate_Risk:Fibonacci,852,59.467,1018.878,621,20.7,86821.39,,,,,,
Moderate_Risk:Fibonacci,853,45.067,1029.995,-1283,-42.767,20282.668,,,,,,
Moderate_Risk:Fibonacci,854,47.667,928.851,-1377,-45.9,20879.059,,,,,,
Moderate_Risk:Fibonacci,855,52.433,677.357,-2077,-69.233,15230.047,,,,,,
Moderate_Risk:Fibonacci,856,58.867,1109.982,-154,-5.133,50717.016,,,,,,
Moderate_Risk:Fibonacci,857,52.9,843.266,-1271,-42.367,21403.068,,,,,,
Moderate_Risk:Fibonacci,858,52.933,1232.409,-894,-29.8,26073.752,,,,,,
Moderate_Risk:Fibonacci,859,57.067,900.271,-73,-2.433,48087.564,,,,,,
Moderate_Risk:Fibonacci,860,48.467,1122.671,840,28,80862.828,,,,,,
Moderate_Risk:Fibonacci,861,37,552.414,-2370,-79,6398.552,,,,,,
Moderate_Risk:Fibonacci,862,57.033,990.516,434,14.467,61826.878,,,,,,
Moderate_Risk:Fibonacci,863,51.667,917.333,-1610,-53.667,22156.92,,,,,,
Moderate_Risk:Fibonacci,864,46.233,727.151,-2700,-90,3000,,,,,,
Moderate_Risk:Fibonacci,865,46.667,1099.402,-1067,-35.567,17583.702,,,,,,
Moderate_Risk:Fibonacci,866,45.6,906.662,-1810,-60.333,18689.333,,,,,,
Moderate_Risk:Fibonacci,867,53.5,1150.259,334,11.133,71149.292,,,,,,
Moderate_Risk:Fibonacci,868,54.467,1188.809,-747,-24.9,20880.024,,,,,,
Moderate_Risk:Fibonacci,869,58.667,1080.368,427,14.233,55114.323,,,,,,
Moderate_Risk:Fibonacci,870,42.3,839.321,-1443,-48.1,28306.921,,,,,,
Moderate_Risk:Fibonacci,871,53.567,754.254,-520,-17.333,45348.023,,,,,,
Moderate_Risk:Fibonacci,872,58.7,1100.562,-613,-20.433,20173.082,,,,,,
Moderate_Risk:Fibonacci,873,55.133,957.844,-563,-18.767,32718.047,,,,,,
Moderate_Risk:Fibonacci,874,56.533,1068.74,-279,-9.3,27013.459,,,,,,
Moderate_Risk:Fibonacci,875,46.867,964.326,-2000,-66.667,11887.54,,,,,,
Moderate_Risk:Fibonacci,876,51.733,935.995,-308,-10.267,51795.03,,,,,,
Moderate_Risk:Fibonacci,877,48,1071.862,-957,-31.9,31047.266,,,,,,
Moderate_Risk:Fibonacci,878,48.367,827.757,-749,-24.967,34386.93,,,,,,
Moderate_Risk:Fibonacci,879,40.733,663.789,-1258,-41.933,41812.478,,,,,,
Moderate_Risk:Fibonacci,880,46.1,812.162,-2259,-75.3,6089.872,,,,,,
Moderate_Risk:Fibonacci,881,40.2,715.614,-1970,-65.667,12007.195,,,,,,
Moderate_Risk:Fibonacci,882,53.933,981.857,-1166,-38.867,21216.257,,,,,,
Moderate_Risk:Fibonacci,883,44.767,758.599,-898,-29.933,69860.892,,,,,,
Moderate_Risk:Fibonacci,884,45.633,1140.033,-754,-25.133,26756.12,,,,,,
Moderate_Risk:Fibonacci,885,42.167,879.868,-1528,-50.933,17598.961,,,,,,
Moderate_Risk:Fibonacci,886,66.8,1071.545,1134,37.8,73606.717,,,,,,
Moderate_Risk:Fibonacci,887,49.867,938.878,-1657,-55.233,15068.047,,,,,,
Moderate_Risk:Fibonacci,888,46,922,-1832,-61.067,15465.099,,,,,,
Moderate_Risk:Fibonacci,889,53.2,1101.2,-738,-24.6,31243.559,,,,,,
Moderate_Risk:Fibonacci,890,61.733,1200.34,4784,159.467,154471.292,,,,,,
Moderate_Risk:Fibonacci,891,48.767,1052.806,-903,-30.1,21781.334,,,,,,
Moderate_Risk:Fibonacci,892,41,683.448,-1665,-55.5,24790.19,,,,,,
Moderate_Risk:Fibonacci,893,64.1,1166.576,335,11.167,40356.557,,,,,,
Moderate_Risk:Fibonacci,894,41.567,733.082,-2191,-73.033,10836.861,,,,,,
Moderate_Risk:Fibonacci,895,49.367,957.826,-1311,-43.7,14097.597,,,,,,
Moderate_Risk:Fibonacci,896,56.2,1025.614,-833,-27.767,21692.047,,,,,,
Moderate_Risk:Fibonacci,897,64.833,1164.213,155,5.167,36598.006,,,,,,
Moderate_Risk:Fibonacci,898,48,949.103,-1455,-48.5,14662.052,,,,,,
Moderate_Risk:Fibonacci,899,45.3,788.148,-1332,-44.4,29904.455,,,,,,
Moderate_Risk:Fibonacci,900,55.833,1100.902,1468,48.933,83457.237,,,,,,
Moderate_Risk:Fibonacci,901,50.2,998.028,287,9.567,61996.392,,,,,,
Moderate_Risk:Fibonacci,902,51.1,925.197,-522,-17.4,38214.731,,,,,,
Moderate_Risk:Fibonacci,903,51.367,1158.102,-531,-17.7,24494.493,,,,,,
Moderate_Risk:Fibonacci,904,47.733,1177.03,-1365,-45.5,13983.431,,,,,,
Moderate_Risk:Fibonacci,905,46.033,824.654,-1782,-59.4,19736.593,,,,,,
Moderate_Risk:Fibonacci,906,45.733,782.685,-1356,-45.2,53190.579,,,,,,
Moderate_Risk:Fibonacci,907,51.967,831.964,-783,-26.1,40424.714,,,,,,
